AIRPORT_ID,AIRPORT_SEQ_ID,CITY_MARKET_ID,AIRPORT_CODE,CITY_NAME,STATE_ABR,STATE_FIPS,STATE_NM,WAC
14182,1418203,34100,PNE,"Philadelphia, PA",PA,42,Pennsylvania,23
14193,1419306,33728,PNS,"Pensacola, FL",FL,12,Florida,33
14197,1419706,31641,POB,"Fayetteville, NC",NC,37,"North Carolina",36
14218,1421802,34218,PPC,"Prospect Creek, AK",AK,2,Alaska,1
14222,1422208,34222,PPG,"Pago Pago, TT",TT,75,"U.S. Pacific Trust Territories and Possessions",5
14223,1422305,34223,PPM,"Pompano Beach, FL",FL,12,Florida,33
14231,1423103,34231,PQI,"Presque Isle/Houlton, ME",ME,23,Maine,12
14234,1423404,34234,PQS,"Pilot Station, AK",AK,2,Alaska,1
14237,1423706,34237,PRC,"Prescott, AZ",AZ,4,Arizona,81
14252,1425203,34252,PSC,"Pasco/Kennewick/Richland, WA",WA,53,Washington,93
14254,1425404,34254,PSE,"Ponce, PR",PR,72,"Puerto Rico",3
14256,1425605,34256,PSG,"Petersburg, AK",AK,2,Alaska,1
14258,1425801,34258,PSK,"Dublin, VA",VA,51,Virginia,38
14259,1425902,34259,PSM,"Portsmouth, NH",NH,33,"New Hampshire",14
14262,1426204,34262,PSP,"Palm Springs, CA",CA,6,California,91
14270,1427001,34270,PTD,"Port Alexander, AK",AK,2,Alaska,1
14273,1427302,34273,PTH,"Port Heiden, AK",AK,2,Alaska,1
14275,1427502,34275,PTK,"Pontiac, MI",MI,26,Michigan,43
14276,1427601,34276,PTL,"Port Armstrong, AK",AK,2,Alaska,1
14282,1428205,31406,PTU,"Platinum, AK",AK,2,Alaska,1
14288,1428805,34288,PUB,"Pueblo, CO",CO,8,Colorado,82
14303,1430303,34303,PUW,"Pullman, WA",WA,53,Washington,93
14306,1430604,34306,PVC,"Provincetown, MA",MA,25,Massachusetts,13
14307,1430706,30721,PVD,"Providence, RI",RI,44,"Rhode Island",15
14314,1431402,34314,PVU,"Provo, UT",UT,49,Utah,87
14315,1431502,34315,PVW,"Plainview, TX",TX,48,Texas,74
14318,1431803,33851,PWA,"Oklahoma City, OK",OK,40,Oklahoma,73
14320,1432004,30977,PWK,"Chicago, IL",IL,17,Illinois,41
14321,1432105,34321,PWM,"Portland, ME",ME,23,Maine,12
14457,1445702,34457,RAP,"Rapid City, SD",SD,46,"South Dakota",67
14467,1446705,34467,RBG,"Roseburg, OR",OR,41,Oregon,92
14470,1447001,34470,RBN,"Fort Jefferson, FL",FL,12,Florida,33
14474,1447402,34474,RBY,"Ruby, AK",AK,2,Alaska,1
14477,1447701,34477,RCE,"Roche Harbor, WA",WA,53,Washington,93
14485,1448502,34485,RDB,"Red Dog, AK",AK,2,Alaska,1
14487,1448703,33792,RDD,"Redding, CA",CA,6,California,91
14489,1448903,34489,RDM,"Bend/Redmond, OR",OR,41,Oregon,92
14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,"North Carolina",36
14493,1449302,34493,RDV,"Red Devil, AK",AK,2,Alaska,1
14512,1451202,34512,RFD,"Rockford, IL",IL,17,Illinois,41
14520,1452002,34520,RHI,"Rhinelander, WI",WI,55,Wisconsin,45
14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38
14530,1453006,34530,RIL,"Rifle, CO",CO,8,Colorado,82
14533,1453302,34454,RIV,"Riverside, CA",CA,6,California,91
14534,1453403,34534,RIW,"Riverton/Lander, WY",WY,56,Wyoming,88
14539,1453903,34539,RKD,"Rockland, ME",ME,23,Maine,12
14543,1454303,34543,RKS,"Rock Springs, WY",WY,56,Wyoming,88
14557,1455701,34557,RMN,"Stafford, VA",VA,51,Virginia,38
14559,1455902,34559,RMP,"Rampart, AK",AK,2,Alaska,1
14570,1457002,34570,RNO,"Reno, NV",NV,32,Nevada,85
14574,1457406,34574,ROA,"Roanoke, VA",VA,51,Virginia,38
14576,1457607,34576,ROC,"Rochester, NY",NY,36,"New York",22
14582,1458209,34582,ROP,"Rota, TT",TT,75,"U.S. Pacific Trust Territories and Possessions",5
14588,1458805,34588,ROW,"Roswell, NM",NM,35,"New Mexico",86
14627,1462702,34627,RSH,"Russian Mission, AK",AK,2,Alaska,1
